Nr wiersza,Nr zamówienia,Data zamówienia,Priorytet zamówienia,Wielkość zamówienia,Data wysyłki,Rodzaj transportu,Rodzaj opakowania,Segment rynku,Region,Województwo,Miasto,Kod pocztowy,Nr klienta,Kategoria produktu,Podkategoria produktu,Nazwa produktu,Sprzedaż,Cena jednostkowa,Rabat procentowy,Marża podstawowa,Koszt dostawy,Zysk,Miesiąc wysyłki
24968,PL-2014-091465,41981,krytyczny,3,41982,lądowy,kontener,biuro w domu,południowo-zachodni,dolnośląskie,Głuszyca,59-405,K02056,meble,krzesła,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,2992.395,983.43,0.09,0.78,199.5,-608.96808,12
24969,PL-2014-091465,41981,krytyczny,15,41981,lotniczy standardowy,małe opakowanie,biuro w domu,południowo-zachodni,dolnośląskie,Głuszyca,59-405,K02056,artykuły biurowe,nożyczki i linijki,Fiskars® Softgrip Scissors,582.015,38.43,0.03,0.57,11.795,118.28544,12
24970,PL-2014-085906,41875,wysoki,2,41877,lądowy,wielkie pudło,biuro w domu,północny,warmińsko-mazurskie,Biała Piska,71-603,K01919,meble,stoły,Bretford Rectangular Conference Table Tops,2826.215,1316.455,0.05,0.74,299.705,2289.9051,8
24971,PL-2011-085896,40779,wysoki,5,40780,lotniczy standardowy,małe pudełko,biuro w domu,północny,warmińsko-mazurskie,Biała Piska,71-603,K01919,urządzenia techniczne,telefony,T28 WORLD,3090.255,685.965,0,0.6,31.465,402.087,8
24972,PL-2013-090802,41355,wysoki,9,41356,lotniczy ekspresowy,małe pudełko,mała firma,centralny,mazowieckie,Jaktorów,07-646,K01222,urządzenia techniczne,telefony,3390,1813.84,230.965,0.01,0.57,18.585,1251.5496,3
24973,PL-2013-086776,41516,średni,19,41517,lotniczy ekspresowy,małe pudełko,osoba fizyczna,północno-zachodni,wielkopolskie,Przygodzice,72-714,K01119,artykuły biurowe,papier,Xerox 21,464.45,22.68,0.03,0.37,23.1,-110.544,8
24974,PL-2011-086813,40733,krytyczny,5,40735,lotniczy ekspresowy,małe opakowanie,mała firma,południowo-zachodni,dolnośląskie,Stronie Śląskie,35-601,K01527,artykuły biurowe,akcesoria piśmiennicze,"Boston School Pro Electric Pencil Sharpener, 1670",568.365,108.43,0.03,0.58,31.465,1.785,7
24975,PL-2011-086813,40733,krytyczny,9,40735,lotniczy standardowy,małe pudełko,mała firma,północny,pomorskie,Stary Targ,27-288,K01528,artykuły biurowe,segregatory,GBC DocuBind 300 Electric Binding Machine,17222.835,1840.93,0.01,0.37,69.965,-566.734,7
24976,PL-2012-087741,41144,krytyczny,8,41146,lotniczy standardowy,małe pudełko,mała firma,wschodni,podkarpackie,Grodzisko Dolne,11-704,K00479,artykuły biurowe,teczki,Eldon® Gobal File Keepers,426.72,52.99,0.01,0.81,15.855,-105.9968,8
24977,PL-2014-087927,41894,nieokreślony,13,41896,lotniczy standardowy,małe pudełko,mała firma,północno-zachodni,wielkopolskie,Kalisz,23-464,K02547,artykuły biurowe,etykiety,Avery 520,143.57,11.025,0.07,0.37,1.75,3473.316,9
24978,PL-2014-090556,41985,krytyczny,24,41987,lotniczy standardowy,małe pudełko,biuro w domu,wschodni,podkarpackie,Padew Narodowa,26-301,K02673,artykuły biurowe,segregatory,Ibico Covers for Plastic or Wire Binding Elements,953.435,40.25,0.09,0.4,25.165,-59.045784,12
24979,PL-2014-090556,41985,krytyczny,11,41987,lotniczy ekspresowy,woreczek foliowy,biuro w domu,wschodni,podkarpackie,Padew Narodowa,26-301,K02673,artykuły biurowe,akcesoria piśmiennicze,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",113.54,10.43,0.09,0.57,7.105,-26.24832,12
24980,PL-2014-090813,41894,nieokreślony,10,41894,lotniczy standardowy,małe pudełko,osoba fizyczna,północno-zachodni,wielkopolskie,Jaraczewo,04-330,K00902,artykuły biurowe,etykiety,Avery 508,162.855,17.185,0.08,0.36,1.75,112.36995,9
24981,PL-2011-090806,40798,nieokreślony,18,40800,lotniczy standardowy,małe pudełko,osoba fizyczna,południowy,małopolskie,Charsznica,01-887,K00903,artykuły biurowe,segregatory,Avery Hanging File Binders,409.22,20.93,0,0.39,5.215,282.3618,9
24982,PL-2013-086389,41315,niski,7,41315,lotniczy standardowy,duże pudełko,korporacja,centralny,mazowieckie,Żelechów,13-905,K00394,artykuły biurowe,przyrządy,Hoover Portapower™ Portable Vacuum,161.28,15.68,0.02,0.6,171.5,-4104.625,2
24983,PL-2013-086642,41322,niski,1,41326,lądowy,kontener,mała firma,północno-zachodni,lubuskie,Nowe Miasteczko,61-201,K00760,urządzenia techniczne,urządzenia biurowe,Panasonic KX-P1150 Dot Matrix Printer,529.305,509.075,0.06,0.56,62.475,-980.9772,2
24984,PL-2013-086642,41322,niski,1,41324,lotniczy standardowy,małe pudełko,mała firma,północno-zachodni,lubuskie,Nowe Miasteczko,61-201,K00760,artykuły biurowe,teczki,Recycled Eldon Regeneration Jumbo File,63.525,42.98,0.04,0.57,21.455,-25.41,2
24985,PL-2013-086580,41419,krytyczny,19,41421,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,lubuskie,Żagań,76-706,K01142,artykuły biurowe,segregatory,Storex DuraTech Recycled Plastic Frosted Binders,282.835,14.84,0.07,0.35,18.935,-544.341,5
24986,PL-2013-086580,41419,krytyczny,5,41421,lotniczy standardowy,małe opakowanie,biuro w domu,północno-zachodni,lubuskie,Żagań,76-706,K01142,meble,wyposażenie wnętrza,Eldon Pizzaz™ Desk Accessories,44.555,7.805,0.08,0.41,15.995,-125.86,5
24987,PL-2012-087653,40930,wysoki,1,40931,lotniczy standardowy,woreczek foliowy,korporacja,południowo-zachodni,dolnośląskie,Dzierżoniów,93-534,K00028,artykuły biurowe,akcesoria piśmiennicze,Newell 346,11.935,10.08,0.06,0.56,2.45,-7.7252,1
24988,PL-2014-091450,41840,nieokreślony,9,41840,lotniczy standardowy,małe pudełko,biuro w domu,wschodni,podkarpackie,Cieszanów,55-076,K02564,artykuły biurowe,segregatory,Cardinal Holdit Business Card Pockets,169.05,17.43,0.01,0.37,17.325,-172.637724,7
24989,PL-2014-091450,41840,nieokreślony,10,41842,lotniczy standardowy,woreczek foliowy,biuro w domu,wschodni,podkarpackie,Cieszanów,55-076,K02564,meble,wyposażenie wnętrza,"Master Giant Foot® Doorstop, Safety Yellow",249.41,26.565,0.08,0.42,14,51.17952,7
24990,PL-2014-091450,41840,nieokreślony,14,41841,lotniczy standardowy,woreczek foliowy,biuro w domu,wschodni,podkarpackie,Cieszanów,55-076,K02564,artykuły biurowe,spinacze i zszywki,Stockwell Push Pins,107.625,7.63,0.04,0.52,2.73,25.39936,7
24991,PL-2013-088937,41597,wysoki,10,41598,lotniczy ekspresowy,średnie pudełko,korporacja,południowo-zachodni,dolnośląskie,Wołów,61-701,K00381,meble,wyposażenie wnętrza,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",3860.71,376.355,0.04,0.65,20.335,2663.8899,11
24992,PL-2014-091562,41715,nieokreślony,5,41716,lotniczy standardowy,małe pudełko,biuro w domu,południowy,śląskie,Blachownia,37-064,K03214,urządzenia techniczne,akcesoria komputerowe,Logitech Access Keyboard,275.625,55.93,0.1,0.48,22.75,-1357.055,3
24993,PL-2014-091562,41715,nieokreślony,9,41715,lotniczy ekspresowy,małe pudełko,biuro w domu,południowy,śląskie,Blachownia,37-064,K03214,artykuły biurowe,papier,Xerox 21,211.855,22.68,0.09,0.37,23.1,371.007,3
24994,PL-2014-090262,41697,krytyczny,9,41699,lotniczy standardowy,małe pudełko,biuro w domu,północny,kujawsko-pomorskie,Kcynia,97-224,K00756,urządzenia techniczne,telefony,Talkabout T8367,1680.98,230.965,0.08,0.56,31.465,870.03,3
24995,PL-2011-087617,40674,niski,5,40678,lotniczy standardowy,małe pudełko,mała firma,południowy,śląskie,Rybnik,02-215,K02935,artykuły biurowe,segregatory,Durable Pressboard Binders,71.61,13.3,0.02,0.38,5.215,25.585,5
24996,PL-2014-087629,41770,niski,10,41770,lotniczy standardowy,małe pudełko,mała firma,wschodni,podlaskie,Przerośl,02-719,K02936,artykuły biurowe,papier,Xerox 212,249.235,22.68,0.02,0.37,29.4,-457.135,5
24997,PL-2012-089779,41196,krytyczny,18,41198,lotniczy standardowy,woreczek foliowy,osoba fizyczna,wschodni,lubelskie,Sawin,63-141,K01765,artykuły biurowe,akcesoria piśmiennicze,SANFORD Liquid Accent™ Tank-Style Highlighters,178.29,9.94,0.05,0.54,3.255,27.692,10
24998,PL-2013-086905,41293,wysoki,4,41295,lotniczy standardowy,woreczek foliowy,osoba fizyczna,wschodni,podlaskie,Sejny,34-239,K03156,urządzenia techniczne,telefony,Accessory21,242.27,73.465,0.03,0.37,3.465,5783.73915,1
24999,PL-2013-086905,41293,wysoki,4,41296,lądowy,wielkie pudło,osoba fizyczna,wschodni,podkarpackie,Laszki,48-183,K03157,meble,szafki,"Sauder Camden County Collection Libraries, Planked Cherry Finish",1675.8,402.43,0.05,0.76,205.52,-2717.0136,1
25000,PL-2013-086905,41293,wysoki,1,41296,lądowy,wielkie pudło,osoba fizyczna,wschodni,podkarpackie,Laszki,48-183,K03157,meble,stoły,Bush Advantage Collection® Round Conference Table,810.775,744.1,0.03,0.64,182.7,-983.06208,1
25001,PL-2012-085883,41263,wysoki,20,41266,lotniczy standardowy,duże pudełko,biuro w domu,centralny,łódzkie,Lipce Reymontowskie,14-901,K01497,artykuły biurowe,teczki,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,12585.51,585.445,0,0.85,122.5,-388.7975,12
25002,PL-2012-085883,41263,wysoki,15,41265,lądowy,wielkie pudło,biuro w domu,centralny,łódzkie,Lipce Reymontowskie,14-901,K01497,meble,stoły,Bretford CR8500 Series Meeting Room Furniture,16167.725,1403.43,0.08,0.71,148.82,-1695.834641,12
25003,PL-2012-085883,41263,wysoki,15,41266,lotniczy standardowy,małe pudełko,biuro w domu,centralny,łódzkie,Lipce Reymontowskie,14-901,K01497,urządzenia techniczne,telefony,ELITE Series,9282.385,720.965,0.01,0.58,9.765,6404.84565,12
25004,PL-2012-090216,41025,nieokreślony,2,41026,lotniczy standardowy,małe pudełko,mała firma,północny,kujawsko-pomorskie,Radzyń Chełmiński,02-864,K01059,urządzenia techniczne,akcesoria komputerowe,Gyration Ultra Professional Cordless Optical Suite,2164.085,1053.395,0.04,0.48,25.13,-1959.23,4
25005,PL-2011-090115,40791,nieokreślony,5,40791,lądowy,kontener,korporacja,południowo-zachodni,dolnośląskie,Trzebnica,46-324,K01279,urządzenia techniczne,urządzenia biurowe,Okidata ML390 Turbo Dot Matrix Printers,8201.69,1547.49,0,0.56,51.45,1755.285,9
25006,PL-2011-086734,40638,wysoki,4,40640,lotniczy standardowy,woreczek foliowy,osoba fizyczna,wschodni,lubelskie,Dorohusk,29-687,K01459,urządzenia techniczne,telefony,Accessory34,1020.74,300.965,0.05,0.55,3.465,126.756,4
25007,PL-2014-090512,41963,niski,39,41965,lotniczy standardowy,małe opakowanie,biuro w domu,centralny,mazowieckie,Zakroczym,44-483,K03368,artykuły biurowe,akcesoria piśmiennicze,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,4769.485,121.03,0.07,0.56,31.465,1845.9672,11
25008,PL-2014-090512,41963,niski,22,41963,lotniczy standardowy,duże pudełko,biuro w domu,centralny,mazowieckie,Zakroczym,44-483,K03368,artykuły biurowe,teczki,Fellowes Officeware™ Wire Shelving,6462.015,314.405,0.1,0.83,122.5,1290.98256,11
25009,PL-2014-089288,41657,wysoki,4,41659,lotniczy standardowy,woreczek foliowy,korporacja,północny,pomorskie,Przodkowo,55-378,K00636,artykuły biurowe,akcesoria piśmiennicze,DIXON Oriole® Pencils,35.49,9.03,0.09,0.59,4.55,-39.8846,1
25010,PL-2012-089285,40926,wysoki,1,40928,lotniczy standardowy,małe opakowanie,korporacja,północny,pomorskie,Przodkowo,55-378,K00636,artykuły biurowe,nożyczki i linijki,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",52.5,23.94,0.05,0.58,29.295,-47.8268,1
25011,PL-2011-086668,40820,średni,8,40822,lotniczy standardowy,małe pudełko,korporacja,centralny,łódzkie,Wolbórz,74-006,K01593,artykuły biurowe,segregatory,Avery Durable Poly Binders,170.835,19.355,0.02,0.39,24.43,-272.38302,10
25012,PL-2014-086678,41916,średni,2,41918,lotniczy standardowy,woreczek foliowy,korporacja,centralny,łódzkie,Wolbórz,74-006,K01593,meble,wyposażenie wnętrza,Eldon Econocleat® Chair Mats for Low Pile Carpets,324.03,145.145,0.09,0.73,119.7,35.7,10
25013,PL-2011-086668,40820,średni,7,40820,lotniczy ekspresowy,małe pudełko,korporacja,południowo-zachodni,opolskie,Domaszowice,44-094,K01590,meble,wyposażenie wnętrza,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",504.105,66.64,0.03,0.56,22.33,293.2776,10
25014,PL-2014-090280,41888,nieokreślony,26,41890,lotniczy standardowy,małe pudełko,korporacja,południowo-zachodni,opolskie,Murów,71-854,K00829,urządzenia techniczne,urządzenia biurowe,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,9772.42,349.965,0,0.52,69.965,-180.663,9
25015,PL-2012-090273,41158,nieokreślony,19,41160,lotniczy standardowy,małe pudełko,korporacja,południowo-zachodni,opolskie,Murów,71-854,K00829,artykuły biurowe,teczki,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,2335.55,116.515,0.02,0.61,30.59,8770.1313,9
25016,PL-2014-087504,41930,średni,1,41932,lotniczy standardowy,małe pudełko,mała firma,północno-zachodni,wielkopolskie,Dolsk,38-701,K01553,artykuły biurowe,segregatory,3M Organizer Strips,47.075,18.9,0,0.37,27.23,-23485.7196,10
25017,PL-2014-087504,41930,średni,6,41932,lotniczy standardowy,małe pudełko,mała firma,północno-zachodni,wielkopolskie,Dolsk,38-701,K01553,artykuły biurowe,papier,Xerox 1986,144.69,23.38,0.09,0.37,17.185,-275.135,10
25018,PL-2014-086833,41946,nieokreślony,6,41947,lądowy,wielkie pudło,korporacja,południowy,małopolskie,Grybów,46-901,K01434,meble,szafki,"Hon Metal Bookcases, Black",1615.53,248.43,0,0.6,93.59,144.13,11
25019,PL-2013-088788,41372,nieokreślony,9,41374,lądowy,wielkie pudło,mała firma,centralny,łódzkie,Rząśnia,44-118,K01708,urządzenia techniczne,urządzenia biurowe,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,13050.485,1403.395,0.01,0.36,168.91,9004.83465,4
25020,PL-2012-087777,41044,nieokreślony,6,41046,lotniczy standardowy,woreczek foliowy,korporacja,południowo-zachodni,dolnośląskie,Legnica,30-318,K02594,artykuły biurowe,spinacze i zszywki,Acco® Hot Clips™ Clips to Go,72.695,11.515,0.03,0.4,4.725,-139.307,5
25021,PL-2013-086695,41428,krytyczny,7,41430,lotniczy standardowy,małe pudełko,mała firma,południowy,małopolskie,Miechów,60-004,K00130,artykuły biurowe,etykiety,Avery 498,68.355,10.115,0.09,0.38,1.75,47.16495,6
25022,PL-2014-090075,41716,nieokreślony,5,41717,lądowy,wielkie pudło,korporacja,południowo-zachodni,dolnośląskie,Nowa Ruda,85-374,K01054,meble,stoły,Anderson Hickey Conga Table Tops & Accessories,310.73,53.305,0,0.76,97.125,-1434.265,3
25023,PL-2014-085961,41797,krytyczny,14,41797,lotniczy ekspresowy,małe pudełko,biuro w domu,północny,pomorskie,Pszczółki,15-601,K02279,artykuły biurowe,segregatory,GBC VeloBinder Electric Binding Machine,5675.74,423.43,0.1,0.35,31.745,3916.2606,6
25024,PL-2013-090149,41331,wysoki,5,41332,lotniczy standardowy,woreczek foliowy,korporacja,północny,kujawsko-pomorskie,Janowiec Wielkopolski,29-483,K02287,meble,wyposażenie wnętrza,Flat Face Poster Frame,316.54,65.94,0.06,0.43,12.67,-348.8408,2
25025,PL-2013-090149,41331,wysoki,3,41331,lotniczy standardowy,małe pudełko,korporacja,północny,kujawsko-pomorskie,Janowiec Wielkopolski,29-483,K02287,meble,wyposażenie wnętrza,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",535.255,164.29,0,0.44,23.695,-1211.525,2
25026,PL-2012-090948,41130,nieokreślony,14,41130,lotniczy standardowy,małe pudełko,osoba fizyczna,południowo-zachodni,dolnośląskie,Milicz,99-336,K03026,urządzenia techniczne,telefony,6340,3504.48,300.965,0.05,0.58,9.765,2418.0912,8
25027,PL-2011-088391,40824,średni,19,40825,lotniczy standardowy,małe pudełko,biuro w domu,południowy,śląskie,Żywiec,27-511,K01018,artykuły biurowe,koperty,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,2381.365,125.615,0.05,0.4,51.52,80.031,10
25028,PL-2011-088391,40824,średni,6,40824,lotniczy standardowy,małe pudełko,biuro w domu,południowy,śląskie,Żywiec,27-511,K01018,artykuły biurowe,papier,Personal Creations™ Ink Jet Cards and Labels,264.32,40.18,0,0.36,19.005,405.048,10
25029,PL-2014-087322,41671,średni,2,41673,lotniczy standardowy,średnie pudełko,osoba fizyczna,wschodni,podkarpackie,Kańczuga,98-026,K02856,urządzenia techniczne,urządzenia biurowe,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,13973.12,6783.07,0,0.38,48.965,9641.4528,2
25030,PL-2014-088663,41789,wysoki,1,41790,lądowy,kontener,mała firma,południowy,śląskie,Szczekociny,17-403,K02551,meble,krzesła,Global Deluxe High-Back Office Chair in Storm,507.045,475.965,0.04,0.76,100.205,-861.735,5
25031,PL-2012-086154,41053,wysoki,7,41054,lotniczy ekspresowy,małe pudełko,mała firma,północny,warmińsko-mazurskie,Mikołajki,85-635,K00881,artykuły biurowe,koperty,Staples Brown Kraft Recycled Clasp Envelopes,142.765,19.53,0.09,0.35,18.55,-138.845,5
25032,PL-2013-090312,41296,średni,1,41297,lotniczy ekspresowy,małe pudełko,korporacja,wschodni,podlaskie,Kołaki Kościelne,48-858,K02945,artykuły biurowe,segregatory,Avery Hole Reinforcements,33.915,21.805,0.1,0.36,24.395,-52.65505,1
25033,PL-2012-088909,41162,wysoki,15,41164,lotniczy ekspresowy,małe pudełko,osoba fizyczna,centralny,mazowieckie,Gózd,24-281,K00492,artykuły biurowe,papier,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",2876.72,194.18,0.03,0.37,23.765,-167.433,9
25034,PL-2014-088911,41892,wysoki,1,41893,lotniczy standardowy,małe pudełko,osoba fizyczna,centralny,mazowieckie,Gózd,24-281,K00492,artykuły biurowe,teczki,"Iris® 3-Drawer Stacking Bin, Black",93.275,73.115,0,0.83,40.32,288.687,9
25035,PL-2014-090970,41839,niski,16,41844,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,zachodniopomorskie,Drawno,52-302,K02330,artykuły biurowe,etykiety,Avery 510,212.695,13.125,0,0.37,1.75,146.75955,7
25036,PL-2012-090967,41109,niski,5,41118,lotniczy standardowy,woreczek foliowy,biuro w domu,północno-zachodni,zachodniopomorskie,Drawno,52-302,K02330,artykuły biurowe,spinacze i zszywki,"Super Bands, 12/Pack",36.54,6.51,0,0.82,9.03,-105.91,7
25037,PL-2012-087886,41109,nieokreślony,2,41111,lotniczy standardowy,małe pudełko,korporacja,północny,kujawsko-pomorskie,Skępe,33-160,K02841,urządzenia techniczne,telefony,TimeportP7382,1217.79,720.965,0.08,0.56,31.465,1009.197,7
25038,PL-2014-090172,41869,średni,7,41870,lotniczy ekspresowy,małe pudełko,korporacja,północny,pomorskie,Linia,83-616,K00895,artykuły biurowe,papier,Xerox 210,178.57,22.68,0.05,0.37,25.795,-70.74228,8
25039,PL-2014-089696,41978,średni,3,41979,lotniczy ekspresowy,średnie pudełko,biuro w domu,północno-zachodni,wielkopolskie,Sieraków,33-063,K01348,urządzenia techniczne,urządzenia biurowe,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,20379.17,6783.07,0.03,0.38,48.965,3149.874,12
25040,PL-2014-089696,41978,średni,16,41979,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,wielkopolskie,Sieraków,33-063,K01348,artykuły biurowe,papier,Xerox 226,382.865,22.68,0.05,0.37,20.44,-107.2904,12
25041,PL-2013-091282,41319,nieokreślony,10,41320,lotniczy standardowy,woreczek foliowy,mała firma,wschodni,lubelskie,Borzechów,04-073,K00475,artykuły biurowe,akcesoria piśmiennicze,Newell 309,401.835,40.425,0.05,0.55,8.26,248.605,2
25042,PL-2012-088930,41054,wysoki,1,41054,lotniczy standardowy,małe pudełko,korporacja,południowy,małopolskie,Krynica-Zdrój,60-440,K00382,artykuły biurowe,segregatory,Premium Transparent Presentation Covers by GBC,89.635,73.43,0,0.37,30.905,-96.3585,5
25043,PL-2012-088930,41054,wysoki,7,41056,lądowy,kontener,korporacja,południowy,małopolskie,Krynica-Zdrój,60-440,K00382,meble,stoły,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",2689.54,352.8,0.01,0.59,210,-1245.7935,5
25044,PL-2012-085869,40939,krytyczny,6,40941,lotniczy standardowy,małe pudełko,korporacja,wschodni,lubelskie,Zamość,27-405,K01740,artykuły biurowe,koperty,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",847.63,139.93,0.04,0.4,34.405,-644.987,2
25045,PL-2014-085873,41670,krytyczny,1,41672,lądowy,wielkie pudło,korporacja,północno-zachodni,zachodniopomorskie,Choszczno,27-834,K01741,meble,stoły,Anderson Hickey Conga Table Tops & Accessories,84.525,53.305,0.05,0.76,97.125,1318.485,2
25046,PL-2013-090828,41414,średni,13,41416,lotniczy standardowy,małe pudełko,mała firma,południowy,śląskie,Siemianowice Śląskie,78-415,K00177,artykuły biurowe,segregatory,GBC DocuBind P50 Personal Binding Machine,2691.045,223.93,0.09,0.38,40.425,1856.82105,5
25047,PL-2014-089325,41927,niski,16,41927,lotniczy standardowy,małe opakowanie,korporacja,północno-zachodni,wielkopolskie,Krotoszyn,45-406,K00398,urządzenia techniczne,akcesoria komputerowe,"Maxell Pro 80 Minute CD-R, 10/Pack",969.745,61.18,0.06,0.45,6.965,564.795,10
25048,PL-2014-089325,41927,niski,17,41929,lotniczy ekspresowy,małe pudełko,korporacja,północny,warmińsko-mazurskie,Frombork,43-015,K00399,artykuły biurowe,papier,Xerox 1940,3224.725,192.36,0.06,0.36,37.625,2225.06025,10
25049,PL-2014-086100,41930,niski,10,41937,lotniczy standardowy,małe pudełko,biuro w domu,wschodni,podlaskie,Dobrzyniewo Duże,14-853,K02081,artykuły biurowe,etykiety,Avery 508,159.32,17.185,0.1,0.36,1.75,109.9308,10
25050,PL-2013-089871,41348,niski,10,41355,lotniczy standardowy,małe pudełko,mała firma,centralny,łódzkie,Lubochnia,53-150,K02306,artykuły biurowe,teczki,Eldon Shelf Savers™ Cubes and Bins,236.425,24.43,0.08,0.83,33.915,-1099.77,3
25051,PL-2011-091397,40770,średni,19,40772,lotniczy ekspresowy,małe pudełko,korporacja,centralny,mazowieckie,Liw,67-601,K02951,artykuły biurowe,przyrządy,Belkin F9M820V08 8 Outlet Surge,2867.9,150.43,0.07,0.56,16.17,1978.851,8
25052,PL-2011-091397,40770,średni,19,40773,lądowy,kontener,korporacja,centralny,mazowieckie,Liw,67-601,K02951,meble,krzesła,"Global Leather Task Chair, Black",6334.125,314.965,0.03,0.66,147,-808.3348,8
25053,PL-2014-091402,41866,średni,11,41868,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Liw,67-601,K02951,urządzenia techniczne,akcesoria komputerowe,"Fellowes Basic 104-Key Keyboard, Platinum",844.165,73.325,0.03,0.6,14,187.70948,8
25054,PL-2011-089777,40851,nieokreślony,8,40852,lotniczy standardowy,małe pudełko,osoba fizyczna,wschodni,lubelskie,Sawin,63-141,K01765,artykuły biurowe,segregatory,Avery Binding System Hidden Tab™ Executive Style Index Sets,183.505,20.195,0,0.35,17.395,12.45335,11
25055,PL-2011-091213,40649,nieokreślony,9,40650,lotniczy ekspresowy,małe pudełko,osoba fizyczna,centralny,mazowieckie,Wołomin,91-730,K00653,artykuły biurowe,segregatory,Wilson Jones Suede Grain Vinyl Binders,104.72,9.73,0,0.36,5.215,72.2568,4
25056,PL-2014-091216,41745,nieokreślony,2,41747,lądowy,kontener,osoba fizyczna,centralny,mazowieckie,Wołomin,91-730,K00653,urządzenia techniczne,urządzenia biurowe,Epson DFX-8500 Dot Matrix Printer,17190.495,8925.49,0.1,0.57,103.95,-13293.03885,4
25057,PL-2014-088562,41721,nieokreślony,9,41723,lotniczy standardowy,średnie pudełko,korporacja,północno-zachodni,wielkopolskie,Kramsk,48-135,K02073,urządzenia techniczne,urządzenia biurowe,Sharp EL500L Fraction Calculator,482.51,48.965,0,0.39,26.285,100.45,3
25058,PL-2014-089678,41949,krytyczny,23,41950,lotniczy ekspresowy,małe pudełko,korporacja,wschodni,lubelskie,Werbkowice,72-301,K02124,artykuły biurowe,segregatory,Storex DuraTech Recycled Plastic Frosted Binders,393.015,14.84,0,0.35,18.935,2630.1996,11
25059,PL-2011-088174,40726,krytyczny,3,40727,lotniczy standardowy,małe pudełko,mała firma,północny,kujawsko-pomorskie,Dobrcz,64-133,K00674,artykuły biurowe,teczki,Fellowes Super Stor/Drawer® Files,1697.535,565.425,0.06,0.66,69.965,-26.53,7
25060,PL-2011-087286,40693,nieokreślony,11,40694,lotniczy standardowy,małe pudełko,biuro w domu,południowo-zachodni,dolnośląskie,Prochowice,61-265,K03124,artykuły biurowe,segregatory,GBC VeloBinder Electric Binding Machine,4469.08,423.43,0.05,0.35,31.745,3083.6652,5
25061,PL-2014-090101,41771,nieokreślony,7,41772,lotniczy standardowy,woreczek foliowy,korporacja,północno-zachodni,wielkopolskie,Nowe Skalmierzyce,33-403,K01873,artykuły biurowe,papier,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",159.11,24.43,0.08,0.38,5.6,362.502,5
25062,PL-2014-090101,41771,nieokreślony,12,41773,lotniczy standardowy,małe pudełko,korporacja,południowo-zachodni,dolnośląskie,Lwówek Śląski,94-306,K01872,artykuły biurowe,segregatory,"Wilson Jones Hanging View Binder, White, 1""",292.81,24.85,0.05,0.39,21.175,-339.71,5
25063,PL-2013-086831,41359,wysoki,5,41360,lotniczy standardowy,małe pudełko,korporacja,południowy,małopolskie,Grybów,46-901,K01434,artykuły biurowe,teczki,"24 Capacity Maxi Data Binder Racks, Pearl",3675.42,736.925,0.05,0.6,34.965,2536.0398,3
25064,PL-2013-086831,41359,wysoki,3,41361,lotniczy standardowy,duże pudełko,korporacja,południowy,małopolskie,Grybów,46-901,K01434,meble,stoły,"Lesro Round Back Collection Coffee Table, End Table",2059.75,638.925,0.04,0.72,241.5,-1284.507,3
25065,PL-2013-089030,41457,średni,3,41457,lotniczy standardowy,małe pudełko,mała firma,południowy,małopolskie,Zembrzyce,33-569,K03187,artykuły biurowe,teczki,Fellowes Recycled Storage Drawers,1149.75,388.605,0.07,0.78,30.24,-8.918,7
25066,PL-2011-086723,40701,niski,3,40706,lądowy,kontener,mała firma,północno-zachodni,zachodniopomorskie,Barwice,22-901,K01672,meble,krzesła,Global Commerce™ Series High-Back Swivel/Tilt Chairs,3242.05,997.43,0.02,0.6,243.425,54.348,6
25067,PL-2011-086723,40701,niski,17,40703,lotniczy standardowy,małe pudełko,mała firma,północno-zachodni,zachodniopomorskie,Barwice,22-901,K01672,artykuły biurowe,papier,Xerox 194,3298.855,194.18,0.08,0.37,50.05,-789.4733,6
